City,Region,Country,AirQuality,WaterPollution
Saraburi, Saraburi,Thailand,14.285714285714285,100.0
Fort Smith, Northwest Territories,Canada,100.0,50.0
Sao Leopoldo, Rio Grande do Sul,Brazil,75.0,100.0
Campos dos Goytacazes, Rio de Janeiro,Brazil,65.0,50.0
Trebinje, Republika Srpska,Bosnia and Herzegovina,100.0,37.5
Matamata, Waikato Region,New Zealand,100.0,50.0
Machakos, ,Kenya,75.0,33.333333333333336
Highland, California,United States of America,50.0,100.0
Bowling Green, Kentucky,United States of America,91.66666666666669,100.0
Bremerton, Washington,United States of America,100.0,25.0
College Station, Texas,United States of America,77.5,35.0
Albany, Western Australia,Australia,84.375,31.25
Mackay, Queensland,Australia,90.0,75.0
Tamworth, England,United Kingdom,75.0,0.0
Bathurst, New South Wales,Australia,91.66666666666669,37.5
Gladstone, Queensland,Australia,75.0,56.25
Devonport, Tasmania,Australia,95.83333333333331,0.0
Warrnambool, Victoria,Australia,100.0,25.0
Whyalla, South Australia,Australia,71.42857142857143,16.666666666666668
Dubbo, New South Wales,Australia,83.33333333333333,35.0
Puli, Taiwan Province,Taiwan,25.0,50.0
Shepparton, Victoria,Australia,75.0,50.0
Bathinda, ,India,30.681818181818183,68.75
Paracin, Pomoravlje District,Serbia,75.0,25.0
Arundel, England,United Kingdom,75.0,0.0
Nurabad, Fars Province,Iran,25.0,50.0
Nowshahr, Mazandaran Province,Iran,100.0,50.0
Najafabad, Isfahan Province,Iran,0.0,50.0
Jaroslaw, Podkarpackie Voivodeship,Poland,25.0,50.0
Huaral, Lima region,Peru,50.0,25.0
San Ignacio, Cayo District,Belize,100.0,75.0
Ashburton, Canterbury Region,New Zealand,80.0,50.0
Ashford, England,United Kingdom,50.0,0.0
Ashland, Ohio,United States of America,83.33333333333333,8.333333333333332
Sokolov, ,Czech Republic,100.0,50.0
Chatham, England,United Kingdom,80.0,37.5
Eastleigh, England,United Kingdom,0.0,25.0
Lagos, ,Portugal,75.0,75.0
Viamao, Rio Grande do Sul,Brazil,100.0,50.0
Greensburg, Pennsylvania,United States of America,87.5,50.0
Cabo Frio, Rio de Janeiro,Brazil,87.5,62.5
Kedainiai, ,Lithuania,60.0,0.0
Ylivieska, ,Finland,100.0,0.0
St. Cloud, Minnesota,United States of America,100.0,0.0
Sur, Ash Sharqiyah South Governorate,Oman,75.0,25.0
Marilia, Sao Paulo,Brazil,83.33333333333333,0.0
Reynosa, Tamaulipas State,Mexico,62.5,58.333333333333336
Matamoros, Tamaulipas State,Mexico,75.0,56.25
Sittwe, ,Myanmar,0.0,25.0
Velky Meder, Trnava Region,Slovakia,75.0,50.0
Stratford, Ontario,Canada,50.0,41.66666666666667
Santa Maria, Rio Grande do Sul,Brazil,62.5,87.5
Linden, Upper Demerara-Berbice,Guyana,37.5,62.5
Butte, North Dakota,United States of America,75.0,56.25
Mae Hong Son, Mae Hong Son,Thailand,50.0,50.0
Ballsh, Fier County,Albania,0.0,62.5
Jonava, ,Lithuania,50.0,100.0
Farmington, Connecticut,United States of America,75.0,50.0
Scarborough, England,United Kingdom,100.0,25.0
Whangarei, Northland Region,New Zealand,80.76923076923077,53.57142857142857
Saldus, ,Latvia,100.0,0.0
New Rochelle, New York,United States of America,50.0,25.0
Puerto Penasco, Sonora,Mexico,68.75,37.5
Pleasanton, California,United States of America,100.0,0.0
Barisal, Barisal Division,Bangladesh,20.0,50.0
Battambang, Battambang Province,Cambodia,66.66666666666666,50.0
Corvallis, Oregon,United States of America,75.0,50.0
Naousa, ,Greece,100.0,0.0
Chios, North Aegean Region,Greece,87.5,87.5
Villavicencio, Meta,Colombia,100.0,25.0
San Juan, Metro Manila,Philippines,25.0,75.0
Maynooth, Leinster,Ireland,50.0,58.333333333333336
Senica, Trnava Region,Slovakia,62.5,50.0
Savannakhet, Savannakhet Province,Laos,75.0,100.0
Vila Real de Santo Antonio, ,Portugal,75.0,50.0
Stalowa Wola, Podkarpackie Voivodeship,Poland,25.0,25.0
Lake Forest, California,United States of America,87.5,0.0
Gaithersburg, Maryland,United States of America,91.66666666666669,12.5
Gulbene, Gulbene Municipality,Latvia,100.0,0.0
Easton, Maryland,United States of America,100.0,50.0
Hyattsville, Maryland,United States of America,50.0,75.0
Fairfield, Connecticut,United States of America,79.16666666666667,62.5
Partizanske, Trencin Region,Slovakia,50.0,50.0
Trumbull, Connecticut,United States of America,91.66666666666669,25.0
Laurel, Maryland,United States of America,87.5,50.0
Athens, Ohio,United States of America,100.0,0.0
Hagerstown, Maryland,United States of America,87.5,50.0
Salisbury, Maryland,United States of America,100.0,0.0
Georgetown, Delaware,United States of America,100.0,50.0
Budaors, Pest County,Hungary,75.0,0.0
Svitavy, ,Czech Republic,62.5,50.0
Askim, Viken,Norway,100.0,50.0
Milton, Delaware,United States of America,50.0,100.0
Richmond, Kentucky,United States of America,80.26315789473684,47.36842105263158
Bharuch, Gujarat,India,30.55555555555556,67.85714285714286
Bhagalpur, Bihar,India,53.75,50.0
Springs, Gauteng,South Africa,0.0,50.0
Lages, Santa Catarina,Brazil,62.5,75.0
Saveh, Markazi Province,Iran,25.0,75.0
Hachimantai, Iwate Prefecture,Japan,100.0,0.0
Rujiena, Rujiena Municipality,Latvia,100.0,0.0
Milovice, ,Czech Republic,90.0,0.0
Keene, New Hampshire,United States of America,100.0,50.0
Nonthaburi, Nonthaburi,Thailand,33.333333333333336,50.0
Boumerdes, Boumerdes Province,Algeria,33.333333333333336,58.333333333333336
Johnson City, Tennessee,United States of America,90.0,20.0
Milagro, Guayas Province,Ecuador,0.0,50.0
Spartanburg, South Carolina,United States of America,100.0,25.0
La Chorrera, Panama Province,Panama,25.0,75.0
Kurunegala, North Western Province,Sri Lanka,50.0,100.0
Peterborough, Ontario,Canada,85.0,20.83333333333333
Klaipeda, ,Lithuania,75.0,33.333333333333336
Wallasey, England,United Kingdom,100.0,25.0
Victoria, Texas,United States of America,100.0,25.0
Songea, Ruvuma Region,Tanzania,62.5,75.0
Songkhla, Songkhla,Thailand,42.85714285714286,50.0
Bhiwani, Haryana,India,25.0,12.5
Prijepolje, Zlatibor District,Serbia,0.0,50.0
Bafoussam, West Region,Cameroon,0.0,50.0
Boquete, Chiriqui Province,Panama,90.0,43.75
Banning, California,United States of America,80.0,50.0
Laitila, ,Finland,100.0,50.0
Barnstable, Massachusetts,United States of America,100.0,75.0
Bartlesville, Oklahoma,United States of America,75.0,75.0
Baruun-Urt, Sukhbaatar Province,Mongolia,37.5,50.0
Basingstoke, England,United Kingdom,100.0,0.0
Bathurst, New Brunswick,Canada,95.0,50.0
Baytown, Texas,United States of America,100.0,50.0
Beaufort, North Carolina,United States of America,50.0,75.0
Beaverlodge, Alberta,Canada,100.0,50.0
Beckley, West Virginia,United States of America,100.0,50.0
Bochnia, Lesser Poland Voivodeship,Poland,60.0,0.0
Belmont, California,United States of America,100.0,25.0
Udon Thani, Udon Thani,Thailand,40.0,50.0
Irapuato, ,Mexico,17.5,65.0
Beni Mellal, Beni Mellal-Khenifra,Morocco,75.0,100.0
Kuantan, Pahang,Malaysia,62.5,75.0
Benoni, Gauteng,South Africa,50.0,62.5
Bentonville, Arkansas,United States of America,91.66666666666669,0.0
York, Pennsylvania,United States of America,64.28571428571428,75.0
Chesterfield, England,United Kingdom,87.5,16.666666666666668
Delray Beach, Florida,United States of America,100.0,0.0
Newport, Oregon,United States of America,100.0,75.0
Nador, Oriental,Morocco,54.16666666666666,45.83333333333333
Krosno, Podkarpackie Voivodeship,Poland,62.5,50.0
Halifax, England,United Kingdom,81.25,50.0
Beroun, ,Czech Republic,62.5,50.0
Quilmes, Buenos Aires Province,Argentina,25.0,25.0
Hnusta, Banska Bystrica Region,Slovakia,62.5,50.0
Grass Valley, California,United States of America,62.5,62.5
Mount Vernon, New York,United States of America,100.0,50.0
Naujoji Akmene, ,Lithuania,62.5,50.0
Tirupur, Tamil Nadu,India,42.64705882352941,50.0
Medford, Oregon,United States of America,85.71428571428572,25.0
Ukiah, California,United States of America,100.0,50.0
Dublin, California,United States of America,100.0,0.0
Sannicolau Mare, Timiș County,Romania,75.0,50.0
Ojai, California,United States of America,87.5,50.0
Korla, Xinjiang,People's Republic of China,0.0,50.0
Malacky, Bratislava Region,Slovakia,87.5,50.0
Wheeling, West Virginia,United States of America,70.0,75.0
Temecula, California,United States of America,71.42857142857143,27.77777777777778
Murrieta, California,United States of America,100.0,25.0
Indio, California,United States of America,50.0,25.0
Myrtle Beach, South Carolina,United States of America,87.5,50.0
Yamanashi, Yamanashi Prefecture,Japan,100.0,0.0
Redondo Beach, California,United States of America,100.0,37.5
Surat Thani, Surat Thani,Thailand,37.5,50.0
Limeira, Sao Paulo,Brazil,12.5,75.0
Gizycko, Warmian-Masurian Voivodeship,Poland,100.0,50.0
Mustvee, Jogeva County,Estonia,100.0,50.0
Petrolina, Pernambuco,Brazil,87.5,75.0
Itajai, Santa Catarina,Brazil,100.0,0.0
Kent, Washington,United States of America,100.0,0.0
Texarkana, Texas,United States of America,64.28571428571428,75.0
Kennewick, Washington,United States of America,95.0,20.0
Phuket, Phuket,Thailand,70.6896551724138,70.23809523809523
Crawley, England,United Kingdom,50.0,0.0
Taunton, England,United Kingdom,50.0,50.0
Weston-super-Mare, England,United Kingdom,68.75,0.0
Ramat HaSharon, Tel Aviv District,Israel,25.0,75.0
Camarillo, California,United States of America,100.0,0.0
Kearney, Nebraska,United States of America,100.0,75.0
Klamath Falls, Oregon,United States of America,83.33333333333333,62.5
Roseburg, Oregon,United States of America,75.0,40.0
Kuala Terengganu, Terengganu,Malaysia,35.714285714285715,70.0
Danville, California,United States of America,100.0,75.0
Jelsava, Banska Bystrica Region,Slovakia,50.0,50.0
Spanish Town, Middlesex County,Jamaica,50.0,100.0
North Charleston, South Carolina,United States of America,100.0,50.0
Nagercoil, Tamil Nadu,India,37.5,55.00000000000001
Seremban, Negeri Sembilan,Malaysia,25.0,91.66666666666669
Joniskis, ,Lithuania,87.5,50.0
Livingston, Scotland,United Kingdom,66.66666666666666,25.0
Jaslo, Podkarpackie Voivodeship,Poland,62.5,50.0
Szczecinek, West Pomeranian Voivodeship,Poland,75.0,50.0
Covilha, Castelo Branco,Portugal,95.83333333333331,0.0
Koprivnice, ,Czech Republic,75.0,50.0
Mostaganem, Mostaganem Province,Algeria,75.0,75.0
Jaragua do Sul, Santa Catarina,Brazil,87.5,37.5
Mora, Dalarna County,Sweden,75.0,0.0
Oroville, California,United States of America,100.0,0.0
Madera, California,United States of America,75.0,50.0
Glendora, California,United States of America,50.0,25.0
Praia Grande, Sao Paulo,Brazil,75.0,100.0
Nyala, South Darfur,Sudan,100.0,0.0
Onitsha, Anambra State,Nigeria,0.0,75.0
Wad Madani, Gezira,Sudan,100.0,25.0
Panama City, Florida,United States of America,50.0,37.5
Longview, Texas,United States of America,85.0,75.0
Cary, North Carolina,United States of America,50.0,62.5
Hamilton, Ohio,United States of America,87.5,50.0
Marietta, Georgia,United States of America,80.55555555555556,9.999999999999998
Stillwater, Oklahoma,United States of America,93.75,50.0
Harlow, England,United Kingdom,50.0,0.0
Kalispell, Montana,United States of America,89.28571428571428,0.0
Livonia, Michigan,United States of America,100.0,25.0
Montclair, California,United States of America,75.0,0.0
Soroca, Soroca District,Moldova,75.0,75.0
Nanded, Maharashtra,India,38.23529411764706,53.57142857142857
Sargodha, Punjab,Pakistan,68.75,37.5
Klang, Selangor,Malaysia,30.0,75.0
Chiang Rai, Chiang Rai,Thailand,22.36842105263157,62.5
Manhattan, Kansas,United States of America,100.0,0.0
Dartford, England,United Kingdom,50.0,75.0
Tlokweng, South-East District,Botswana,62.5,75.0
Bilaspur, Chhattisgarh,India,31.57894736842105,75.0
Chandrapur, Maharashtra,India,11.11111111111111,68.33333333333333
Paro, Paro District,Bhutan,75.0,50.0
Eslamshahr, Tehran Province,Iran,0.0,50.0
Yucca Valley, California,United States of America,87.5,50.0
Summerside, Prince Edward Island,Canada,100.0,0.0
Slonim, Grodno Region,Belarus,62.5,12.5
Bindura, Mashonaland Central Province,Zimbabwe,50.0,75.0
Lake Charles, Louisiana,United States of America,66.66666666666666,60.0
Yarmouth, Nova Scotia,Canada,100.0,25.0
Huntsville, Texas,United States of America,100.0,50.0
Petaling Jaya, Selangor,Malaysia,39.81481481481482,57.95454545454546
Moss Point, Mississippi,United States of America,91.66666666666669,50.0
Verona, Mississippi,United States of America,100.0,50.0
Olive Branch, Mississippi,United States of America,100.0,0.0
Freeport, ,The Bahamas,75.0,0.0
Phitsanulok, Phitsanulok,Thailand,75.0,0.0
Minas, Lavalleja Department,Uruguay,100.0,25.0
Sukkur, Sindh,Pakistan,50.0,50.0
Harlingen, Texas,United States of America,100.0,0.0
Valparaiso, Indiana,United States of America,100.0,50.0
Jackson, Wyoming,United States of America,100.0,50.0
Dumaguete, ,Philippines,20.83333333333333,62.5
Pagadian, ,Philippines,75.0,75.0
Dagupan, Ilocos Region,Philippines,21.875,75.0
New Westminster, British Columbia,Canada,87.5,18.333333333333336
Loveland, Colorado,United States of America,72.5,35.0
Khon Kaen, Khon Kaen,Thailand,42.85714285714286,62.5
Kampot, Kampot Province,Cambodia,62.5,50.0
Subang Jaya, Selangor,Malaysia,42.5,70.45454545454545
Punta Gorda, Toledo District,Belize,100.0,75.0
Blenheim, Marlborough District,New Zealand,91.66666666666669,0.0
Bloomfield Hills, Michigan,United States of America,0.0,100.0
Boksburg, Gauteng,South Africa,50.0,50.0
Bolungarvik, ,Iceland,100.0,0.0
Boone, North Carolina,United States of America,75.0,50.0
Bowling Green, Ohio,United States of America,100.0,16.666666666666668
Boynton Beach, Florida,United States of America,100.0,50.0
Brahmanbaria, Chattogram Division,Bangladesh,25.0,50.0
Brainerd, Minnesota,United States of America,100.0,50.0
Branson, Missouri,United States of America,100.0,0.0
Iernut, Mureș County,Romania,87.5,75.0
Ostroda, Warmian-Masurian Voivodeship,Poland,62.5,50.0
Brattleboro, Vermont,United States of America,100.0,50.0
Breckenridge, Colorado,United States of America,100.0,25.0
Vanderhoof, British Columbia,Canada,100.0,50.0
Wyszkow, Masovian Voivodeship,Poland,100.0,50.0
North Bay, Ontario,Canada,93.75,25.0
Kokomo, Indiana,United States of America,90.0,25.0
Sandpoint, Idaho,United States of America,100.0,0.0
Scunthorpe, England,United Kingdom,75.0,25.0
Resende, Rio de Janeiro,Brazil,62.5,50.0
Wisconsin Dells, Wisconsin,United States of America,100.0,50.0
Albert Lea, Minnesota,United States of America,100.0,25.0
Corcoran, California,United States of America,50.0,50.0
Bridgeton, New Jersey,United States of America,100.0,50.0
Bridport, England,United Kingdom,100.0,0.0
San Nicolas de los Garza, Nuevo Leon,Mexico,41.66666666666667,16.666666666666668
Rumelange, ,Luxembourg,62.5,50.0
Modrice, ,Czech Republic,12.5,50.0
La Ceiba, Atlantida Department,Honduras,62.5,75.0
Torres Vedras, Lisbon,Portugal,87.5,75.0
Vila Franca de Xira, Lisbon,Portugal,87.5,12.5
Tustin, California,United States of America,75.0,37.5
Kildare, Leinster,Ireland,100.0,100.0
Ocala, Florida,United States of America,77.5,32.5
Gillette, Wyoming,United States of America,100.0,50.0
Gedera, Central District,Israel,12.5,50.0
Langley, British Columbia,Canada,75.0,62.5
New Amsterdam, East Berbice-Corentyne,Guyana,100.0,50.0
San Angelo, Texas,United States of America,100.0,37.5
Colombo, Parana,Brazil,33.333333333333336,50.0
Oeiras, Lisbon,Portugal,81.25,18.75
Pinehurst, Georgia,United States of America,100.0,0.0
Serra, Espirito Santo,Brazil,25.0,75.0
Tarapoto, San Martin,Peru,75.0,75.0
Gujrat, Punjab,Pakistan,50.0,87.5
Imperial, California,United States of America,87.5,50.0
Sydney, Nova Scotia,Canada,100.0,25.0
Avellaneda, Santa Fe Province,Argentina,0.0,100.0
Largo, Florida,United States of America,75.0,75.0
San Miguelito District, Panama Province,Panama,50.0,50.0
Muncie, Indiana,United States of America,87.5,50.0
Elmira, New York,United States of America,100.0,25.0
Meru, Eastern Province,Kenya,75.0,25.0
Laurel, Mississippi,United States of America,87.5,50.0
Penticton, British Columbia,Canada,56.25,12.5
Oban, Scotland,United Kingdom,100.0,0.0
Koscierzyna, Pomeranian Voivodeship,Poland,62.5,50.0
La Crosse, Wisconsin,United States of America,100.0,50.0
Guadalupe, Nuevo Leon,Mexico,50.0,25.0
Bildudalur, ,Iceland,0.0,100.0
St. Albert, Alberta,Canada,100.0,8.333333333333332
Sungai Petani, Kedah,Malaysia,37.5,50.0
Itapetininga, Sao Paulo,Brazil,62.5,50.0
Franklin, Massachusetts,United States of America,87.5,12.5
Sohar, Al Batinah North Governorate,Oman,75.0,66.66666666666666
Loja, Loja Province,Ecuador,100.0,75.0
Elizabethtown, Kentucky,United States of America,90.0,0.0
Ibarra, Imbabura Province,Ecuador,77.77777777777779,50.0
Selah, Washington,United States of America,75.0,25.0
Lake Elsinore, California,United States of America,50.0,75.0
Aliso Viejo, California,United States of America,100.0,75.0
Melbourne, Florida,United States of America,80.0,39.285714285714285
Pouso Alegre, Minas Gerais,Brazil,87.5,37.5
Paulista, Pernambuco,Brazil,75.0,25.0
Muskegon, Michigan,United States of America,100.0,50.0
Safety Harbor, Florida,United States of America,100.0,75.0
Burns Lake, British Columbia,Canada,100.0,50.0
Marshall, Missouri,United States of America,100.0,50.0
Rolla, Missouri,United States of America,100.0,25.0
Taos, Missouri,United States of America,100.0,75.0
Cornwall, Ontario,Canada,96.42857142857144,50.0
Libby, Montana,United States of America,100.0,25.0
Crown Point, Indiana,United States of America,87.5,25.0
Newbridge, Leinster,Ireland,50.0,0.0
Wenatchee, Washington,United States of America,25.0,0.0
Liberty, Missouri,United States of America,62.5,50.0
Chesterfield, Missouri,United States of America,87.5,37.5
O'Fallon, Missouri,United States of America,0.0,100.0
Youngstown, New York,United States of America,75.0,58.333333333333336
Forsyth, Montana,United States of America,80.0,100.0
Rock Hill, South Carolina,United States of America,87.5,62.5
Morristown, New Jersey,United States of America,100.0,100.0
Chesham, England,United Kingdom,75.0,50.0
Leesburg, Georgia,United States of America,87.5,50.0
Oshkosh, Nebraska,United States of America,50.0,75.0
Brentwood, Missouri,United States of America,75.0,0.0
Cape Canaveral, Florida,United States of America,75.0,0.0
Clayton, Missouri,United States of America,87.5,50.0
Sao Caetano do Sul, Sao Paulo,Brazil,37.5,50.0
Okara, Punjab,Pakistan,75.0,50.0
Vero Beach, Florida,United States of America,93.75,62.5
Lawrenceville, Georgia,United States of America,100.0,0.0
Weatherford, Texas,United States of America,100.0,0.0
Del Rio, Texas,United States of America,100.0,25.0
Warrenton, Virginia,United States of America,100.0,0.0
Sheikhupura, Punjab,Pakistan,50.0,100.0
Mansfield, Texas,United States of America,90.0,0.0
Whakatane, Bay of Plenty Region,New Zealand,100.0,37.5
Negril, Cornwall County,Jamaica,100.0,75.0
Skardu, Gilgit-Baltistan,Pakistan,100.0,75.0
Jeffersonville, Indiana,United States of America,87.5,50.0
Lake Worth, Texas,United States of America,100.0,100.0
Kawthaung, Tanintharyi Region,Myanmar,50.0,50.0
Katy, Texas,United States of America,60.0,50.0
McLean, Texas,United States of America,100.0,25.0
Leander, Texas,United States of America,100.0,0.0
San Marcos, Texas,United States of America,100.0,0.0
League City, Texas,United States of America,75.0,25.0
Chilliwack, British Columbia,Canada,79.54545454545455,16.666666666666668
Pullman, Washington,United States of America,100.0,0.0
Catanduva, Sao Paulo,Brazil,37.5,50.0
Mansfield, Ohio,United States of America,75.0,25.0
Krasnik, Lublin Voivodeship,Poland,50.0,50.0
Fort Dodge, Iowa,United States of America,25.0,75.0
Lakeville, Minnesota,United States of America,100.0,50.0
Titusville, Florida,United States of America,100.0,25.0
Lakewood, Washington,United States of America,100.0,75.0
Longview, Washington,United States of America,0.0,75.0
Oxford, Mississippi,United States of America,100.0,0.0
Lima, Ohio,United States of America,75.0,50.0
Nisko, Podkarpackie Voivodeship,Poland,62.5,50.0
Fort Walton Beach, Florida,United States of America,100.0,50.0
Paducah, Kentucky,United States of America,85.71428571428572,62.5
Coon Rapids, Minnesota,United States of America,100.0,50.0
Traverse City, Michigan,United States of America,75.0,25.0
Patos de Minas, Minas Gerais,Brazil,25.0,50.0
Tebessa, Tebessa Province,Algeria,100.0,0.0
Rocklin, California,United States of America,100.0,0.0
Sheboygan, Wisconsin,United States of America,100.0,0.0
Marina, California,United States of America,100.0,50.0
Sebring, Florida,United States of America,25.0,50.0
Morecambe, England,United Kingdom,100.0,25.0
Alexandria, Louisiana,United States of America,100.0,50.0
Jackson, Tennessee,United States of America,96.875,12.5
Nikaia, Attica Region,Greece,33.333333333333336,0.0
Eden Prairie, Minnesota,United States of America,91.66666666666669,8.333333333333332
Clovis, New Mexico,United States of America,0.0,100.0
Fond du Lac, Wisconsin,United States of America,75.0,75.0
Vernon, British Columbia,Canada,72.5,54.16666666666666
Lloydminster, Alberta,Canada,60.71428571428571,27.77777777777778
Konstancin-Jeziorna, Masovian Voivodeship,Poland,35.0,45.83333333333333
Chrudim, ,Czech Republic,100.0,50.0
Litvinov, ,Czech Republic,62.5,50.0
Trinec, ,Czech Republic,50.0,50.0
New Port Richey, Florida,United States of America,50.0,0.0
Jupiter, Florida,United States of America,100.0,25.0
Jacksonville, North Carolina,United States of America,100.0,0.0
Lousada, Porto,Portugal,75.0,50.0
Lebanon, Ohio,United States of America,100.0,50.0
Miri, Sarawak,Malaysia,75.0,57.14285714285714
Swords, ,Ireland,50.0,0.0
Malahide, ,Ireland,75.0,25.0
Slidell, Louisiana,United States of America,50.0,100.0
Torrington, Wyoming,United States of America,90.0,75.0
Longmont, Colorado,United States of America,0.0,75.0
East Orange, New Jersey,United States of America,100.0,75.0
Polaniec, Swietokrzyskie Voivodeship,Poland,50.0,50.0
Sao Bras de Alportel, ,Portugal,100.0,50.0
Foster City, California,United States of America,100.0,0.0
Statesboro, Georgia,United States of America,75.0,41.66666666666667
DeLand, Florida,United States of America,81.25,25.0
Stockton-on-Tees, England,United Kingdom,100.0,50.0
Encamp, Encamp,Andorra,50.0,25.0
Grand Junction, Colorado,United States of America,85.41666666666667,18.75
Vanderbijlpark, Gauteng,South Africa,11.666666666666664,89.58333333333333
North Platte, Nebraska,United States of America,100.0,25.0
Playa del Carmen, Quintana Roo,Mexico,87.5,62.5
Troy, Michigan,United States of America,62.5,25.0
Sakai, Fukui Prefecture,Japan,75.0,50.0
Maia, Porto,Portugal,89.28571428571428,0.0
Seixal, Setubal,Portugal,37.5,50.0
Weston, Florida,United States of America,100.0,0.0
Portoviejo, Manabi Province,Ecuador,62.5,50.0
Manta, Manabi Province,Ecuador,68.18181818181819,70.0
Broumov, ,Czech Republic,75.0,50.0
Mesquite, Nevada,United States of America,100.0,0.0
Timmins, Ontario,Canada,75.0,45.0
Corner Brook, Newfoundland and Labrador,Canada,93.75,0.0
Ciudad del Carmen, Campeche,Mexico,66.66666666666666,66.66666666666666
Canmore, Alberta,Canada,100.0,25.0
Grays, England,United Kingdom,0.0,100.0
Chalandri, Attica Region,Greece,75.0,0.0
Novi, Michigan,United States of America,100.0,0.0
Mardan, Khyber Pakhtunkhwa,Pakistan,75.0,33.333333333333336
Brunswick, Georgia,United States of America,78.125,37.5
Opoczno, Lodz Voivodeship,Poland,0.0,75.0
Rangpur, Rangpur Division,Bangladesh,25.0,62.5
Corby, England,United Kingdom,65.0,25.0
Tawau, Sabah,Malaysia,100.0,100.0
Long Branch, New Jersey,United States of America,75.0,25.0
San Luis Rio Colorado, Sonora,Mexico,100.0,50.0
Monroe, Michigan,United States of America,100.0,25.0
Mossel Bay, Western Cape,South Africa,100.0,0.0
Listowel, ,Ireland,100.0,0.0
Cumbernauld, Scotland,United Kingdom,87.5,0.0
Dalton, Georgia,United States of America,100.0,25.0
Criuleni, Criuleni District,Moldova,50.0,75.0
Kumba, Southwest,Cameroon,75.0,50.0
Mansa, Luapula Province,Zambia,75.0,25.0
Narok, ,Kenya,50.0,100.0
Buckie, Scotland,United Kingdom,75.0,0.0
Humpolec, ,Czech Republic,100.0,50.0
Vlasim, ,Czech Republic,100.0,50.0
Krabi, Krabi,Thailand,100.0,50.0
Burton upon Trent, England,United Kingdom,0.0,25.0
Summit, New Jersey,United States of America,37.5,62.5
Wokingham, England,United Kingdom,91.66666666666669,0.0
Goole, England,United Kingdom,25.0,50.0
Dalby, Queensland,Australia,100.0,50.0
Temirtau, Karaganda Region,Kazakhstan,0.0,75.0
Hilton Head Island, South Carolina,United States of America,100.0,25.0
North Vancouver, British Columbia,Canada,92.64705882352942,13.461538461538463
Ifrane, Fes-Meknes,Morocco,100.0,12.5
Masaya, Masaya Department,Nicaragua,50.0,100.0
Cotacachi, Imbabura Province,Ecuador,100.0,0.0
Middelburg, Eastern Cape,South Africa,54.16666666666666,100.0
New Bern, North Carolina,United States of America,100.0,50.0
Queluz, Lisbon,Portugal,50.0,0.0
Eluru, Andhra Pradesh,India,54.16666666666666,57.14285714285714
Alpharetta, Georgia,United States of America,62.5,37.5
Radcliff, Kentucky,United States of America,87.5,50.0
Cumming, Georgia,United States of America,58.333333333333336,41.66666666666667
Ironton, Ohio,United States of America,100.0,50.0
Midland, Michigan,United States of America,95.0,33.333333333333336
Palakkad, Kerala,India,86.53846153846155,54.16666666666666
Fort Saskatchewan, Alberta,Canada,75.0,12.5
Esteli, Esteli Department,Nicaragua,75.0,50.0
Muswellbrook, New South Wales,Australia,87.5,50.0
Roznov pod Radhostem, ,Czech Republic,100.0,50.0
Clitheroe, England,United Kingdom,100.0,0.0
Otrokovice, ,Czech Republic,75.0,50.0
Smithers, British Columbia,Canada,100.0,50.0
Ipswich, Queensland,Australia,50.0,75.0
Valdosta, Georgia,United States of America,100.0,50.0
Hobbs, New Mexico,United States of America,100.0,50.0
Deal, England,United Kingdom,50.0,25.0
Yiwu, Zhejiang,People's Republic of China,0.0,50.0
Taiping, Perak,Malaysia,0.0,25.0
Princes Town, Princes Town,Trinidad and Tobago,0.0,100.0
Langley, Washington,United States of America,100.0,0.0
Nakhon Si Thammarat, Nakhon Si Thammarat,Thailand,100.0,25.0
Nakhon Sawan, Nakhon Sawan,Thailand,30.55555555555556,41.66666666666667
Lampang, Lampang,Thailand,12.5,50.0
Sakon Nakhon, Sakon Nakhon,Thailand,0.0,100.0
Durango, Colorado,United States of America,75.0,0.0
Farmington, New Mexico,United States of America,95.0,50.0
Rourkela, Odisha,India,32.99999999999999,58.333333333333336
Drumheller, Alberta,Canada,100.0,0.0
Spruce Grove, Alberta,Canada,100.0,0.0
Rymarov, ,Czech Republic,87.5,50.0
Nan, Nan,Thailand,25.0,50.0
Ormoc, ,Philippines,62.5,62.5
Rayong, Rayong,Thailand,43.75,75.0
Bilovec, ,Czech Republic,62.5,50.0
Welkom, Free State,South Africa,75.0,100.0
Prince Rupert, British Columbia,Canada,100.0,58.333333333333336
Klerksdorp, North West,South Africa,75.0,75.0
Santo Domingo, Santo Domingo de los Tsachilas Province,Ecuador,0.0,50.0
Lower Hutt, Wellington Region,New Zealand,100.0,20.83333333333333
Hastings, Hawke's Bay Region,New Zealand,85.0,56.25
Porirua, Wellington Region,New Zealand,100.0,75.0
Yixing, Jiangsu,People's Republic of China,0.0,50.0
Changshu, Jiangsu,People's Republic of China,0.0,50.0
Jiangyin, Jiangsu,People's Republic of China,0.0,50.0
Williamsport, Pennsylvania,United States of America,100.0,0.0
Timaru, Canterbury Region,New Zealand,54.16666666666666,75.0
Hinton, Alberta,Canada,100.0,50.0
Sheridan, Wyoming,United States of America,95.83333333333331,12.5
Cholpon-Ata, Issyk-Kul Region,Kyrgyzstan,75.0,50.0
Kokopo, ,Papua New Guinea,75.0,50.0
Popondetta, Oro Province,Papua New Guinea,50.0,100.0
Courtenay, British Columbia,Canada,85.71428571428572,33.333333333333336
